Duty_No,Trip_No_in_Duty,Route_No,Trip_Code,Source_Marathi,Source_English,Destination_Marathi,Destination_English,Via_Stops,Distance_KM,Departure_Time,Arrival_Time,Trip_Type,Frequency,Rest_Remark,Duty_Total_KM,Spread_Over,Steering_Duty,Remark,School_Trip,Bus_Class,Excel_Row_Ref
,2,18448,64091,कालिकामंदीर,Kalika Mandir,सावंतवाडी,Sawantwadi,BHAIRAVWADI,8.2,10:40,11:00,ST,,,,,,,,ORD,660
,3,11189,64328,सावंतवाडी,Sawantwadi,वेळवेवाडी,Velvewadi,aros RAILSTATION AROS GAOTHAN SATARDA,39.3,12:00,13:30,ST,,,,,,,,ORD,661
,4,18449,64329,वेळवेवाडी,Velvewadi,सावंतवाडी,Sawantwadi,malewad SATARDA KONDURATITHA MALEWAD RAILSTATION,39.3,13:40,15:10,ST,,,,,,,,ORD,662
,5,11134,64222,सावंतवाडी,Sawantwadi,हेवाळे,Hewale,BANDA  DODAMARG BHEDSHI  TILARI  MULAS,63.2,16:45,19:00,ST,,,,,,,,ORD,663
75,1,11139,64352,सावंतवाडी,Sawantwadi,कणकवली,Kankavli,oros SINDHUDURGNAGARI,58.7,06:30,,NOBL,,,,,,,,ORD,665
75,2,18297,64353,कणकवली,Kankavli,सावंतवाडी,Sawantwadi,,55.7,08:30,,NOBL,,,,,,,,ORD,666
75,3,11139,64391,सावंतवाडी,Sawantwadi,कणकवली,Kankavli,SINDHUDURGNAGARI,58.7,00:10,01:14,NOBL,,,,,,,,ORD,667
75,4,18297,64392,कणकवली,Kankavli,सावंतवाडी,Sawantwadi,,55.7,12:05,01:33,NOBL,,,,,,,,ORD,668
,1,11138,64452,सावंतवाडी,Sawantwadi,कणकवली,Kankavli,kasal,55.7,00:14,01:53,NOBL,,,,,,,,ORD,670
,2,18298,64453,कणकवली,Kankavli,सावंतवाडी,Sawantwadi,sindhudurg SINDHUDURGNAGARI,58.7,15:30,,NOBL,,,,,,,,ORD,671
,3,11139,64454,सावंतवाडी,Sawantwadi,कणकवली,Kankavli,sindhudurg SINDHUDURGNAGARI,58.7,00:18,,NOBL,,,,,,,,ORD,672
,4,18297,64455,कणकवली,Kankavli,सावंतवाडी,Sawantwadi,kasal,55.7,00:20,02:13,NOBL,,,,,,,,ORD,673
76,1,11138,64371,सावंतवाडी,Sawantwadi,कणकवली,Kankavli,,55.7,00:07,,NOBL,,,,,,,,ORD,675
76,2,18297,64372,कणकवली,Kankavli,सावंतवाडी,Sawantwadi,,55.7,00:09,01:03,NOBL,,,,,,,,ORD,676
76,3,11138,64354,सावंतवाडी,Sawantwadi,कणकवली,Kankavli,,55.7,00:11,01:23,NOBL,,,,,,,,ORD,677
76,4,18297,64355,कणकवली,Kankavli,सावंतवाडी,Sawantwadi,,55.7,00:13,01:43,NOBL,,,,,,,,ORD,678
,7,11138,64393,सावंतवाडी,Sawantwadi,कणकवली,Kankavli,,55.7,15:00,00:17,NOBL,,,,,,,,ORD,680
,8,18298,64394,कणकवली,Kankavli,सावंतवाडी,Sawantwadi,SINDHUDURGNAGARI,58.7,00:18,00:20,NOBL,,,,,,,,ORD,681
77,1,11112,64420,सावंतवाडी,Sawantwadi,आंबेगांव,Ambegaon,,11.5,10:00,00:07,NOBL,,,,,,,,ORD,683
77,2,17336,64421,आंबेगांव,Ambegaon,सावंतवाडी,Sawantwadi,,11.5,10:40,,NOBL,,,,,,,,ORD,684
77,3,11112,64078,सावंतवाडी,Sawantwadi,आंबेगांव,Ambegaon,,11.5,11:00,,NOBL,,,,,,,,ORD,685
77,4,17336,64079,आंबेगांव,Ambegaon,सावंतवाडी,Sawantwadi,,11.5,11:40,09:05,NOBL,,,,,,,,ORD,686
77,5,87165,64134,सावंतवाडी,Sawantwadi,म्हारकाटेवाडी,Mharkatewadi,,13.5,12:00,,NOBL,,,,,,,,ORD,687
77,6,87166,64135,म्हारकाटेवाडी,Mharkatewadi,सावंतवाडी,Sawantwadi,,13.5,12:35,10:35,NOBL,,,,,,,,ORD,688
,1,11135,64148,सावंतवाडी,Sawantwadi,हिर्लोक,Hirlok,MANGAON WADOS GOTHOS NARUR,35,11:30,12:45,ST,,,,,,,,ORD,690
,2,17800,64149,हिर्लोक,Hirlok,सावंतवाडी,Sawantwadi,NARUR GOTHOS WADOS MANGAON,35,12:55,14:10,ST,,,,,,,,ORD,691
78,1,75280,64593,सावंतवाडी,Sawantwadi,नेमळे,Nemale,MALGAON,15,06:30,07:00,ST,,,,,,,,ORD,693
78,2,56665,64594,नेमळे,Nemale,सावंतवाडी,Sawantwadi,malgaon MALGAON,15,07:10,07:35,ST,,,,,,,,ORD,694
78,3,11112,64228,सावंतवाडी,Sawantwadi,आंबेगांव,Ambegaon,,11.5,08:00,08:30,NOBL,,,,,,,,ORD,695
78,4,17336,64229,आंबेगांव,Ambegaon,सावंतवाडी,Sawantwadi,,11.5,08:40,09:10,NOBL,,,,,,,,ORD,696
78,5,87165,64004,सावंतवाडी,Sawantwadi,म्हारकाटेवाडी,Mharkatewadi,,13.5,09:20,09:55,NOBL,,,,,,,,ORD,697
78,6,87166,64005,म्हारकाटेवाडी,Mharkatewadi,सावंतवाडी,Sawantwadi,,13.5,10:05,10:40,NOBL,,,,,,,,ORD,698
,1,11205,64316,सावंतवाडी,Sawantwadi,विर्डी,Virdi,BANDA DODAMARG VAZARE TALEKHOL,57.9,12:00,13:00,ST,,,,,,,,ORD,700
,2,17740,64317,विर्डी,Virdi,दोडामार्ग,Dodamarg,TALEKHOL VAZARE,21,14:20,14:10,ST,,,,,,,,ORD,701
,3,10783,64251,दोडामार्ग,Dodamarg,बाबरवाडी,Babarwadi,BHEDSHI TILARI,27,16:30,17:30,ST,,,,,,,,ORD,702
,4,17590,64252,बाबरवाडी,Babarwadi,दोडामार्ग,Dodamarg,ZAREBAMBAR TILARI BHEDSHI,24,17:40,18:20,ST,,,,,,,,ORD,703
,5,10799,64253,दोडामार्ग,Dodamarg,विर्डी,Virdi,VAZARE TALEKHOL,23.8,18:30,19:30,ST,,,,,,,,ORD,704
79,1,11366,64385,सावंतवाडी,Sawantwadi,सिंधुदूर्गनगरी,Sindhudurgnagari,NONSTOP,36.2,09:10,10:00,NOBL,,,,,,,,ORD,706
79,2,18609,64386,सिंधुदूर्गनगरी,Sindhudurgnagari,सावंतवाडी,Sawantwadi,OROSPHATA KUDAL,36.2,10:15,11:20,NOBL,,,,,,,,ORD,707
79,3,11145,64513,सावंतवाडी,Sawantwadi,खेरवाडी,Kherwadi,RAILSTATION TALAWADE,13.8,12:30,13:00,ST,,,,,,,,ORD,708
79,4,18537,64514,खेरवाडी,Kherwadi,सावंतवाडी,Sawantwadi,TALAWADE RAILSTATION,13.8,13:10,13:40,ST,,,,,,,,ORD,709
,3,11130,64150,सावंतवाडी,Sawantwadi,,Footbridge,MANGAON WADOS upto Malai,33.6,16:00,16:15,OBL,,,,,,,,ORD,711
,4,17792,64151,,Footbridge,सावंतवाडी,Sawantwadi,From Malai WADOS  MANGAON,33.6,16:15,17:40,OBL,,,,,,,,ORD,712
,5,11137,64152,सावंतवाडी,Sawantwadi,कालिकामंदीर,Kalika Mandir,,8.2,18:00,18:20,ST,,,,,,,,ORD,713
,6,18448,64153,कालिकामंदीर,Kalika Mandir,सावंतवाडी,Sawantwadi,,8.2,18:20,18:45,ST,,,,,,,,ORD,714
,7,11178,64154,सावंतवाडी,Sawantwadi,गोठवेवाडी,Gothawewadi,SANGELI   KALAMBIST SHIRSHINGE,30.2,19:00,20:30,ST,,,,,,,,ORD,715
80,1,11140,64418,सावंतवाडी,Sawantwadi,रेडी कनयाळ,Redi Kanyal,RAILSTATION MALEWAD  ARONDA,39.3,06:30,08:00,ST,,,,,,,,ORD,717
80,2,18535,64419,रेडी कनयाळ,Redi Kanyal,सावंतवाडी,Sawantwadi,ARONDA MALEWAD RAILSTATION,39.3,08:10,09:40,ST,,,,,,,,ORD,718
,5,11180,64160,सावंतवाडी,Sawantwadi,शिवापूर,Shivapur High School,MANGAON WADOS DUKANWAD WASOLI,38.6,10:00,11:45,ST,,,,,,,,ORD,720
,6,18773,64161,शिवापूर,Shivapur High School,सावंतवाडी,Sawantwadi,WASOLI DUKANWAD WADOS MANGAON,38.6,12:00,13:45,ST,,,,,,,,ORD,721
,3,11200,64400,सावंतवाडी,Sawantwadi,,Verle Temple,verle temple SANGELI  KALAMBIST,25.1,14:15,15:15,ST,,,,,,,,ORD,723
,4,18786,64401,,Verle Temple,सावंतवाडी,Sawantwadi,verle temple KALAMBIST SANGELI,25.1,15:25,16:25,ST,,,,,,,,ORD,724
,5,11115,64428,सावंतवाडी,Sawantwadi,आरोंदा बाजार,Aronda Bazar,MALGAON RAILSTATION AROS KONDURATITHA,28.8,16:30,17:45,ST,,,,,,,,ORD,726
81,1,18639,64490,गेळे,Gele Gawthan,सावंतवाडी,Sawantwadi,AMBOLI  DANOLI,39,06:00,07:30,ST,,,,,,,,ORD,728
81,2,11163,64414,सावंतवाडी,Sawantwadi,,Parabwadi,TALAWADE,13.8,08:20,08:30,ST,,,,,,,,ORD,729
81,3,18777,64415,,Parabwadi,सावंतवाडी,Sawantwadi,TALAWADE,13.8,09:00,09:10,ST,,,,,,,,ORD,730
81,4,11160,64416,सावंतवाडी,Sawantwadi,निवजे,Nivaje Mandir,MANGAON AMBERI,22.2,09:20,10:15,ST,,,,,,,,ORD,731
81,5,18607,64417,निवजे,Nivaje Mandir,सावंतवाडी,Sawantwadi,AMBERI  MANGAON,22.2,10:15,11:20,ST,,,,,,,,ORD,732
81,6,102577,64576,सावंतवाडी,Sawantwadi,असनिये,Asniye,BANDA  WAFOLI SOCI  TAMBOLI,30.4,12:15,13:15,ST,,,,,,,,ORD,733
81,7,61579,64577,असनिये,Asniye,सावंतवाडी,Sawantwadi,TAMBOLI WAFOLI SOCI BANDA,30.4,13:25,14:25,ST,,,,,,,,ORD,734
,1,73438,64520,सावंतवाडी,Sawantwadi,धवडकी,Dhawadaki Datta Mandir,MADKHOL,11.5,16:30,16:50,ST,,,,,,,,ORD,736
,2,73439,64521,धवडकी,Dhawadaki Datta Mandir,सावंतवाडी,Sawantwadi,bamanadevi MADKHOL BAMANADEVI,15.6,17:00,17:30,ST,,,,,,,,ORD,737
,3,11132,64489,सावंतवाडी,Sawantwadi,गेळे,Gele Gawthan,MULANDAWADI  DANOLI AMBOLI,62.5,18:00,20:00,ST,,,,,,,,ORD,739
82,10,11115,64230,सावंतवाडी,Sawantwadi,आरोंदा बाजार,Aronda Bazar,RAILSTATION  AROS KONDURATITHA,28.8,09:30,10:30,ST,,,,,,,,ORD,741
82,11,17376,64231,आरोंदा बाजार,Aronda Bazar,सावंतवाडी,Sawantwadi,KONDURATITHA AROS RAILSTATION MALGAON,28.8,10:45,11:40,ST,,,,,,,,ORD,742
,1,11119,64771,सावंतवाडी,Sawantwadi,बांदा,Banda,PAGAWADI,15,13:00,12:45,ST,,,,,,,,ORD,744
,2,64232,64233,बांदा,Banda,डिंगणे,Dingane Mandir,PATRADEVI GALEL,7.9,13:00,13:20,ST,,,,,,,,ORD,745
,3,64233,64234,डिंगणे,Dingane Mandir,बांदा,Banda,GALEL PATRADEVI,7.9,13:30,13:50,ST,,,,,,,,ORD,746
,4,64747,64235,बांदा,Banda,दाभिळ,Dabhil,KUDERANWADI KUDERANWADI VILAWADE  SARMALE,14.1,14:00,14:30,ST,,,,,,,,ORD,747
,5,105547,64236,दाभिळ,Dabhil,बांदा,Banda,SARMALE  VILAWADE KUDERANWADI,14.1,14:40,15:10,ST,,,,,,,,ORD,748
,6,10659,64237,बांदा,Banda,असनिये,Asniye,WAFOLI SOCI VILAWADE TAMBOLI,18.8,15:10,16:30,ST,,,,,,,,ORD,749
,7,17585,64238,असनिये,Asniye,बांदा,Banda,TAMBOLI VILAWADE WAFOLI SOCI,18.8,15:50,17:10,ST,,,,,,,,ORD,750
,8,10661,64239,बांदा,Banda,फुकेरी,Fukeri,DEGWE  TALKAT ZOLAMBE,22.6,17:30,18:30,ST,,,,,,,,ORD,751
83,1,88386,64589,सावंतवाडी,Sawantwadi,फणसवडे,Phanasawade,,24,07:30,10:00,ST,,,,,,,,ORD,753
83,2,88387,64590,फणसवडे,Phanasawde,सावंतवाडी,Sawantwadi,,24,08:35,11:10,ST,,,,,,,,ORD,754
,1,11164,64112,सावंतवाडी,Sawantwadi,पारपोली,Parpoli,OWALIYE DANOLI DEWASU OWALIYE,25.2,12:00,12:50,ST,,,,,,,,ORD,756
,2,18615,64113,पारपोली,Parpoli,सावंतवाडी,Sawantwadi,DEWASU DANOLI,21.7,13:10,13:45,ST,,,,,,,,ORD,757
,1,11140,64336,सावंतवाडी,Sawantwadi,रेडी कनयाळ,Redi Kanyal,RAILSTATION MALEWAD ARONDA,39.3,10:15,11:45,ST,,,,,,,,ORD,764
,2,18535,64337,रेडी कनयाळ,Redi Kanyal,सावंतवाडी,Sawantwadi,ARONDA MALEWAD,39.3,12:00,13:25,ST,,,,,,,,ORD,765
,7,11137,64381,सावंतवाडी,Sawantwadi,कालिकामंदीर,Kalika Mandir,,8.2,14:00,13:50,ST,,,,,,,,ORD,767
,8,18448,64382,कालिकामंदीर,Kalika Mandir,सावंतवाडी,Sawantwadi,,8.2,14:30,14:20,ST,,,,,,,,ORD,768
,6,11147,64528,सावंतवाडी,Sawantwadi,कोनशी,Konshi,BANDA WAFOLI SOCI VILAWADE BHALAWAL,26.9,12:50,13:30,ST,,,,,,,,ORD,776
,7,19984,64529,कोनशी,Konshi,सावंतवाडी,Sawantwadi,BHALAWAL VILAWADE WAFOLI SOCI BANDA,26.9,14:00,14:40,ST,,,,,,,,ORD,777
,7,11171,64387,सावंतवाडी,Sawantwadi,सातोसे,Satose Dewoolwada,nigude BANDA NIGUDE MADURA,32.8,12:45,13:20,ST,,,,,,,,ORD,779
,8,18764,64388,सातोसे,Satose Dewoolwada,सावंतवाडी,Sawantwadi,nigude MADURA NIGUDE BANDA,32.8,14:00,14:35,ST,,,,,,,,ORD,780
,4,11172,64108,सावंतवाडी,Sawantwadi,शिरोडा,Shiroda,RAILSTATION MALEWAD,27.2,10:45,12:30,ST,,,,,,,,ORD,783
,5,18736,64109,शिरोडा,Shiroda,सावंतवाडी,Sawantwadi,nanos NANOS MALEWAD RAILSTATION,31.8,12:40,13:50,ST,,,,,,,,ORD,784
,1,11200,64198,सावंतवाडी,Sawantwadi,वेर्ले,Verle Temple,SANGELI   KALAMBIST,24,12:30,13:30,ST,,,,,,,,ORD,787
,2,18787,64199,वेर्ले,Verle Temple,सावंतवाडी,Sawantwadi,KALAMBIST SANGELI,24,13:40,14:40,ST,,,,,,,,ORD,788
,1,11178,64218,सावंतवाडी,Sawantwadi,,Shirshinge Gothavewadi,SANGELI  KALAMBIST,28.2,12:00,13:00,ST,,,,,,,,ORD,790
,2,18649,64219,,Shirshinge Gothavewadi,सावंतवाडी,Sawantwadi,KALAMBIST SANGELI,28.2,13:10,14:10,ST,,,,,,,,ORD,791
